Library_ID	Run_ID	Filename	md5sum
CHM1_Lib4_P6C4_54pM	2015-05-16_RS42271_CHM1_Lib4_Run18_A01	m150517_012530_42271_c100803292550000001823173210081520_s1_p0.2.bax.h5	a8aa06fd54e0f5d4380f7a2733f219e6
CHM1_Lib4_P6C4_54pM	2015-05-16_RS42271_CHM1_Lib4_Run18_A01	m150517_012530_42271_c100803292550000001823173210081520_s1_p0.1.bax.h5	03e3bac7768c67213ed8f8770c686ee1
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_D01	m150517_200905_42265_c100803552550000001823173210081573_s1_p0.metadata.xml	639b8af49976b266cf800a1a9075f341
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_D01	m150517_200905_42265_c100803552550000001823173210081573_s1_p0.bas.h5	904dfe05687da075559f763cd8acf719
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_D01	m150517_200905_42265_c100803552550000001823173210081573_s1_p0.3.bax.h5	217d54997145dbdac4920dac7f75e21b
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_D01	m150517_200905_42265_c100803552550000001823173210081573_s1_p0.2.bax.h5	74618a346651b89a620ad73baf7d6204
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_D01	m150517_200905_42265_c100803552550000001823173210081573_s1_p0.1.bax.h5	9ebf2003a370d3ee952d40089c70a092
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_C01	m150517_134952_42265_c100803552550000001823173210081572_s1_p0.metadata.xml	6ce1d8932ff5d89162529d8fb5a77746
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_C01	m150517_134952_42265_c100803552550000001823173210081572_s1_p0.bas.h5	3308585c44e5ebf3bfc10642eb3f11cc
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_C01	m150517_134952_42265_c100803552550000001823173210081572_s1_p0.3.bax.h5	7b45ebad5929d4987aba644c2a2f7306
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_C01	m150517_134952_42265_c100803552550000001823173210081572_s1_p0.2.bax.h5	40f2f96225b1c6f9f1b3905cb79dbe09
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_C01	m150517_134952_42265_c100803552550000001823173210081572_s1_p0.1.bax.h5	5e381c7638d83334ecd4cc734450ad66
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_B01	m150517_073039_42265_c100803552550000001823173210081571_s1_p0.metadata.xml	8d28663e36af65a49527ed85ca432ce3
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_B01	m150517_073039_42265_c100803552550000001823173210081571_s1_p0.bas.h5	a34cd45d7fe82bf002b155dd970e6792
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_B01	m150517_073039_42265_c100803552550000001823173210081571_s1_p0.3.bax.h5	f18517dbdc614048f098d562b32c82ed
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_B01	m150517_073039_42265_c100803552550000001823173210081571_s1_p0.2.bax.h5	baa709c6ef5ccbaaa251da10d5e186b8
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_B01	m150517_073039_42265_c100803552550000001823173210081571_s1_p0.1.bax.h5	93a641e391c4ca50a2a4e2b46f83b9b7
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_A01	m150517_011126_42265_c100803552550000001823173210081570_s1_p0.metadata.xml	ef6130861c71426815bfdf9966728a36
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_A01	m150517_011126_42265_c100803552550000001823173210081570_s1_p0.bas.h5	7eb8bc9cccfdf44ab3abf16e89ac742a
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_A01	m150517_011126_42265_c100803552550000001823173210081570_s1_p0.3.bax.h5	481c5f604e49eab79c2e03df3a957273
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_A01	m150517_011126_42265_c100803552550000001823173210081570_s1_p0.2.bax.h5	315229c91c6730668372b31416db9eeb
CHM1-Lib4_P6C4_54pM	2015-05-16_RS42265_CHM1_Lib4_Run18_A01	m150517_011126_42265_c100803552550000001823173210081570_s1_p0.1.bax.h5	d1ccb728bcd7343342332144db49dfdc
